The Index of Major Literary Prizes in the US – Post45 Data Collective,,,,,,,,,,,,,,,,
full_name,gender,mfa_degree,role,prize_year,prize_name,prize_amount,prize_institution,prize_type,prize_genre,author_wikidata,author_viaf,author_lccn,elite_institution,graduate_degree,stegner,title_of_winning_book
Victor Hernandez Cruz,male,,judge,2012,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q7925991,91311168,n50018707,,,,
Victor Hernandez Cruz,male,,judge,2012,Wallace Stevens Award,"100,000.00  $",Academy of American Poets,career,poetry,Q7925991,91311168,n50018707,,,,
Mona Mansour,female,,winner,2012,Whiting Award,"50,000.00  $",Whiting Foundation,career,no genre,Q21066150,,,,,,
Meg Miroshnik,female,Yale University,winner,2012,Whiting Award,"50,000.00  $",Whiting Foundation,career,no genre,Q21066147,,,,graduate,,
Leanne Howe,female,Vermont College of Fine Arts,winner,2012,USA Fellowship,"50,000.00  $","United States Artists (Ford, Rockefeller, Rasmuson, and Prudential)",career,no genre,Q6506313,64250369,n2001041255,,graduate,,
Hanya Yanagihara,female,University of Michigan,winner,2012,Whiting Award,"50,000.00  $",Whiting Foundation,career,no genre,Q20902324,3.71466E+19,nb2001075052,,graduate,,
Natasha Trethewey,female,"University of Massachusetts, Amherst",winner,2012,Poet Laureate,"35,000.00  $",Library of Congress,career,poetry,Q6968508,120068914,no00088459,,graduate,,
Brenda Hillman,female,University of Iowa,winner,2012,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q4960695,93929850,n84045053,,graduate,,
Joy Williams,female,University of Iowa,judge,2012,Arts and Letters Awards,"10,000.00  $",American Academy of Arts and Letters,career,no genre,Q6297286,17855227,n81082937,,graduate,,
Joy Williams,female,University of Iowa,judge,2012,E. M. Forster Award,"10,000.00  $",American Academy of Arts and Letters,career,no genre,Q6297286,17855227,n81082937,,graduate,,
Joy Williams,female,University of Iowa,judge,2012,Harold D. Vursell Memorial Award,"20,000.00  $",American Academy of Arts and Letters,career,prose,Q6297286,17855227,n81082937,,graduate,,
Natalie Diaz,female,Old Dominion University,winner,2012,Lannan Fellowship,"50,000.00  $",Lannan Foundation,career,poetry,Q16974419,227752265,n2012003417,,graduate,,
Danai Gurira,female,New York University,winner,2012,Whiting Award,"50,000.00  $",Whiting Foundation,career,no genre,Q636653,274583701,no2008162135,,graduate,,
Micheline Marcom,female,Mills College,winner,2012,USA Fellowship,"50,000.00  $","United States Artists (Ford, Rockefeller, Rasmuson, and Prudential)",career,no genre,Q6836889,24935502,n00043591,,graduate,,
Julie Otsuka,female,Columbia University,winner,2012,Arts and Letters Awards,"10,000.00  $",American Academy of Arts and Letters,career,no genre,Q275602,7623744,n2002024866,"Yale University, Columbia University",graduate,,
Kate Daniels,female,Columbia University,judge,2012,Rebekah Johnson Bobbitt National Prize For Poetry,"10,000.00  $",Library of Congress,career,poetry,Q6375457,115832270,n82007643,Columbia University,graduate,,
Jennifer Egan,female,,judge,2012,Saul Bellow Award For Achievement In American Fiction,"25,000.00  $",PEN America,career,prose,Q264283,56717951,n94011864,University of Pennsylvania,graduate,,
Sharon Olds,female,,judge,2012,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q3180469,13382047,n79125390,"Stanford University, Columbia University",graduate,,
Sharon Olds,female,,judge,2012,Wallace Stevens Award,"100,000.00  $",Academy of American Poets,career,poetry,Q3180469,13382047,n79125390,"Stanford University, Columbia University",graduate,,
Marie Ponsot,female,,judge,2012,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q6762991,10861477,n81043427,Columbia University,graduate,,
Marie Ponsot,female,,judge,2012,Wallace Stevens Award,"100,000.00  $",Academy of American Poets,career,poetry,Q6762991,10861477,n81043427,Columbia University,graduate,,
Cristina García,female,,judge,2012,USA Fellowship,"50,000.00  $","United States Artists (Ford, Rockefeller, Rasmuson, and Prudential)",career,no genre,Q5186349,46837851,n92051709,Barnard College,graduate,,
Annie Proulx,female,,winner,2012,USA Fellowship,"50,000.00  $","United States Artists (Ford, Rockefeller, Rasmuson, and Prudential)",career,no genre,Q229840,113957087,n80091138,,graduate,,
Betty Sue Flowers,female,,judge,2012,Rebekah Johnson Bobbitt National Prize For Poetry,"10,000.00  $",Library of Congress,career,poetry,Q4898979,59124076,n87887457,,graduate,,
Kay Ryan,female,,judge,2012,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q276423,267310900,n83208007,,graduate,,
Kay Ryan,female,,judge,2012,Wallace Stevens Award,"100,000.00  $",Academy of American Poets,career,poetry,Q276423,267310900,n83208007,,graduate,,
Alison Lurie,female,,judge,2012,Arts and Letters Awards,"10,000.00  $",American Academy of Arts and Letters,career,no genre,Q272638,29537282,n79103776,Radcliffe College,,,
Alison Lurie,female,,judge,2012,E. M. Forster Award,"10,000.00  $",American Academy of Arts and Letters,career,no genre,Q272638,29537282,n79103776,Radcliffe College,,,
Alison Lurie,female,,judge,2012,Harold D. Vursell Memorial Award,"20,000.00  $",American Academy of Arts and Letters,career,prose,Q272638,29537282,n79103776,Radcliffe College,,,
Jane Hirshfield,female,,judge,2012,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q6152382,111900037,n87932759,Princeton University,,,
Jane Hirshfield,female,,judge,2012,Wallace Stevens Award,"100,000.00  $",Academy of American Poets,career,poetry,Q6152382,111900037,n87932759,Princeton University,,,
Lyn Hejinian,female,,judge,2012,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q6708326,44325651,n82071099,Harvard University,,,
Lyn Hejinian,female,,judge,2012,Wallace Stevens Award,"100,000.00  $",Academy of American Poets,career,poetry,Q6708326,44325651,n82071099,Harvard University,,,
Sharifa Rhodes Pitts,female,,winner,2012,Whiting Award,"50,000.00  $",Whiting Foundation,career,no genre,Q7489678,83567342,no2009034829,Harvard University,,,
Anne Waldman,female,,judge,2012,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q2851328,84079610,n80012545,,,,
Anne Waldman,female,,judge,2012,Wallace Stevens Award,"100,000.00  $",Academy of American Poets,career,poetry,Q2851328,84079610,n80012545,,,,
C. E. Morgan,female,,winner,2012,USA Fellowship,"50,000.00  $","United States Artists (Ford, Rockefeller, Rasmuson, and Prudential)",career,no genre,Q5006091,14238477,n2008022054,,,,
Kate Moses,female,,winner,2012,Lannan Fellowship,"50,000.00  $",Lannan Foundation,career,prose,Q11737260,118412094,n98093353,,,,
Louise Gluck,female,,judge,2012,Arts and Letters Awards,"10,000.00  $",American Academy of Arts and Letters,career,no genre,Q2344210,84538845,n80005703,,,,
Louise Gluck,female,,judge,2012,E. M. Forster Award,"10,000.00  $",American Academy of Arts and Letters,career,no genre,Q2344210,84538845,n80005703,,,,
Louise Gluck,female,,judge,2012,Harold D. Vursell Memorial Award,"20,000.00  $",American Academy of Arts and Letters,career,prose,Q2344210,84538845,n80005703,,,,
Louise Gluck,female,,judge,2012,Jackson Poetry Prize,"75,000.00  $",Poets & Writers,career,poetry,Q2344210,84538845,n80005703,,,,
Marilyn Hacker,female,,judge,2012,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q3293094,91637977,n79141265,,,,
Marilyn Hacker,female,,judge,2012,Jackson Poetry Prize,"75,000.00  $",Poets & Writers,career,poetry,Q3293094,91637977,n79141265,,,,
Marilyn Hacker,female,,judge,2012,Wallace Stevens Award,"100,000.00  $",Academy of American Poets,career,poetry,Q3293094,91637977,n79141265,,,,
Naomi Shihab Nye,female,,judge,2012,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q2896906,14861586,n81085291,,,,
Naomi Shihab Nye,female,,judge,2012,Wallace Stevens Award,"100,000.00  $",Academy of American Poets,career,poetry,Q2896906,14861586,n81085291,,,,
Atsuro Riley,male,,winner,2011,Lannan Fellowship,"50,000.00  $",Lannan Foundation,career,poetry,Q4817791,90572443,no2009096568,,,,
John Biguenet,male,,judge,2011,USA Fellowship,"50,000.00  $","United States Artists (Ford, Rockefeller, Rasmuson, and Prudential)",career,no genre,Q6221880,66506428,n77014808,,,,
Paul Clemens,male,,winner,2011,Whiting Award,"50,000.00  $",Whiting Foundation,career,no genre,Q20880942,75718311,n2005009662,,,,
Romulus Linney,male,Yale University,judge,2011,Arthur Rense Prize,"20,000.00  $",American Academy of Arts and Letters,career,poetry,Q3441300,92068330,n80082418,,graduate,,
Romulus Linney,male,Yale University,judge,2011,Arts and Letters Awards,"10,000.00  $",American Academy of Arts and Letters,career,no genre,Q3441300,92068330,n80082418,,graduate,,
Romulus Linney,male,Yale University,judge,2011,Benjamin H. Danks Award,"20,000.00  $",American Academy of Arts and Letters,career,no genre,Q3441300,92068330,n80082418,,graduate,,
Romulus Linney,male,Yale University,judge,2011,E. M. Forster Award,"10,000.00  $",American Academy of Arts and Letters,career,no genre,Q3441300,92068330,n80082418,,graduate,,
Romulus Linney,male,Yale University,judge,2011,Harold D. Vursell Memorial Award,"20,000.00  $",American Academy of Arts and Letters,career,prose,Q3441300,92068330,n80082418,,graduate,,
Romulus Linney,male,Yale University,judge,2011,John Updike Award,"20,000.00  $",American Academy of Arts and Letters,career,no genre,Q3441300,92068330,n80082418,,graduate,,
Romulus Linney,male,Yale University,judge,2011,Metcalf Awards,"10,000.00  $",American Academy of Arts and Letters,career,no genre,Q3441300,92068330,n80082418,,graduate,,
Teddy Wayne,male,Washington University in St. Louis,winner,2011,Whiting Award,"50,000.00  $",Whiting Foundation,career,no genre,Q20880898,88402627,n2009030835,Harvard University,graduate,,
Daniel Orozco,male,University of Washington,winner,2011,Whiting Award,"50,000.00  $",Whiting Foundation,career,no genre,Q5218346,144492984,n2010061669,Stanford University,graduate,Stegner,
Terrance Hayes,male,University of Pittsburgh,winner,2011,USA Fellowship,"50,000.00  $","United States Artists (Ford, Rockefeller, Rasmuson, and Prudential)",career,no genre,Q7703264,19313000,no99042009,,graduate,,
Juan Felipe Herrera,male,University of Iowa,judge,2011,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q15460625,163755002,n79033227,Stanford University,graduate,,
Juan Felipe Herrera,male,University of Iowa,judge,2011,Wallace Stevens Award,"100,000.00  $",Academy of American Poets,career,poetry,Q15460625,163755002,n79033227,Stanford University,graduate,,
Philip Levine,male,University of Iowa,judge,2011,Arthur Rense Prize,"20,000.00  $",American Academy of Arts and Letters,career,poetry,Q531273,110361442,n78093573,Stanford University,graduate,Stegner,
Philip Levine,male,University of Iowa,judge,2011,Arts and Letters Awards,"10,000.00  $",American Academy of Arts and Letters,career,no genre,Q531273,110361442,n78093573,Stanford University,graduate,Stegner,
Philip Levine,male,University of Iowa,judge,2011,Benjamin H. Danks Award,"20,000.00  $",American Academy of Arts and Letters,career,no genre,Q531273,110361442,n78093573,Stanford University,graduate,Stegner,
Philip Levine,male,University of Iowa,judge,2011,E. M. Forster Award,"10,000.00  $",American Academy of Arts and Letters,career,no genre,Q531273,110361442,n78093573,Stanford University,graduate,Stegner,
Philip Levine,male,University of Iowa,judge,2011,Harold D. Vursell Memorial Award,"20,000.00  $",American Academy of Arts and Letters,career,prose,Q531273,110361442,n78093573,Stanford University,graduate,Stegner,
Philip Levine,male,University of Iowa,judge,2011,John Updike Award,"20,000.00  $",American Academy of Arts and Letters,career,no genre,Q531273,110361442,n78093573,Stanford University,graduate,Stegner,
Philip Levine,male,University of Iowa,judge,2011,Metcalf Awards,"10,000.00  $",American Academy of Arts and Letters,career,no genre,Q531273,110361442,n78093573,Stanford University,graduate,Stegner,
Philip Levine,male,University of Iowa,winner,2011,Poet Laureate,"35,000.00  $",Library of Congress,career,poetry,Q531273,110361442,n78093573,Stanford University,graduate,Stegner,
T. Zahary Cotler,male,University of Iowa,winner,2011,Ruth Lilly And Dorothy Sargent Rosenberg Poetry Fellowship,"25,800.00  $",Poetry Foundation,career,poetry,,,,Cornell University,graduate,,
Eduardo Corral,male,University of Iowa,winner,2011,Whiting Award,"50,000.00  $",Whiting Foundation,career,no genre,Q5340546,,,,graduate,,
Salvatore Scibona,male,University of Iowa,judge,2011,W. G. Sebald Award For Fiction Writer In Mid-Career,"10,000.00  $",PEN America,career,prose,Q7406693,107610836,no2008072140,,graduate,,
Shane McCrae,male,University of Iowa,winner,2011,Whiting Award,"50,000.00  $",Whiting Foundation,career,no genre,Q7488159,122179516,n2010038282,,graduate,,
Yusef Komunyakaa,male,"Univeristy of California, Irvine",winner,2011,Wallace Stevens Award,"100,000.00  $",Academy of American Poets,career,poetry,Q2601996,32006129,n82203462,,graduate,,
Scott Blackwood,male,Texas State University,winner,2011,Whiting Award,"50,000.00  $",Whiting Foundation,career,no genre,Q21005094,,,,graduate,,
Doug Wright,male,New York University,judge,2011,USA Fellowship,"50,000.00  $","United States Artists (Ford, Rockefeller, Rasmuson, and Prudential)",career,no genre,Q722807,19889397,no2005081836,Yale University,graduate,,
Tom Sleigh,male,Johns Hopkins University,winner,2011,John Updike Award,"20,000.00  $",American Academy of Arts and Letters,career,no genre,Q15485557,16128387,n82217081,,graduate,,
Marcus Wicker,male,Indiana University,winner,2011,Ruth Lilly And Dorothy Sargent Rosenberg Poetry Fellowship,"25,800.00  $",Poetry Foundation,career,poetry,Q33093315,294247737,no2012153178,,graduate,,
Gary Shteyngart,male,Hunter College,judge,2011,W. G. Sebald Award For Fiction Writer In Mid-Career,"10,000.00  $",PEN America,career,prose,Q1334139,119583066,n2001043438,,graduate,,
Mark Doty,male,Goddard College,judge,2011,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q1563756,84141526,n79151575,,graduate,,
Mark Doty,male,Goddard College,winner,2011,Arts and Letters Awards,"10,000.00  $",American Academy of Arts and Letters,career,no genre,Q1563756,84141526,n79151575,,graduate,,
Mark Doty,male,Goddard College,judge,2011,Jackson Poetry Prize,"75,000.00  $",Poets & Writers,career,poetry,Q1563756,84141526,n79151575,,graduate,,
Mark Doty,male,Goddard College,judge,2011,Wallace Stevens Award,"100,000.00  $",Academy of American Poets,career,poetry,Q1563756,84141526,n79151575,,graduate,,
Ryan Call,male,George Mason University,winner,2011,Whiting Award,"50,000.00  $",Whiting Foundation,career,no genre,Q20949812,236612477,no2012050090,,graduate,,
Campbell McGrath,male,Columbia University,winner,2011,USA Fellowship,"50,000.00  $","United States Artists (Ford, Rockefeller, Rasmuson, and Prudential)",career,no genre,Q5028114,75419034,n88246386,"University of Chicago, Columbia University",graduate,,
Peter Gizzi,male,Brown University,judge,2011,Bollingen Prize for Poetry,"10,000.00  $",Yale University,career,poetry,Q7174252,66631800,nr94024361,Brown University,graduate,,
Edward Hirsch,male,,judge,2011,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q5343460,46805662,n80153675,University of Pennsylvania,graduate,,
Edward Hirsch,male,,judge,2011,Wallace Stevens Award,"100,000.00  $",Academy of American Poets,career,poetry,Q5343460,46805662,n80153675,University of Pennsylvania,graduate,,
Christian Wiman,male,,judge,2011,Ruth Lilly Poetry Prize,"100,000.00  $",Poetry Foundation,career,poetry,Q2965701,27403850,n98063832,Stanford University,graduate,Stegner,
