date,country,rank,title,author,nationality,gender,entry_id,publisher,publication_country
2018-09-01,United Arab Emirates,6,Origin,Dan Brown,United States,m,2018-09United Arab Emirates6,Doubleday,United States
2018-09-01,United Arab Emirates,7,The Couple Next Door,Shari Lapena,Canada,w,2018-09United Arab Emirates7,Doubleday Canada,Canada
2018-09-01,United Arab Emirates,8,The Forty Rules of Love,Elif Şafak,Turkey,w,2018-09United Arab Emirates8,Penguin,United States
2018-09-01,United Arab Emirates,9,Pride and Prejudice,Jane Austen,United Kingdom,w,2018-09United Arab Emirates9,T. Egerton,United Kingdom
2018-09-01,United Arab Emirates,10,The Alchemist,Paulo Coelho,Brazil,m,2018-09United Arab Emirates10,Eco,Brazil
2018-09-01,United States,1,Texas Ranger,James Patterson; Andrew Bourelle,United States; United States,m; m,2018-09United States1,"Little, Brown and Company",United States
2018-09-01,United States,2,The President Is Missing,Bill Clinton; James Patterson,United States; United States,m; m,2018-09United States2,"Little, Brown and Company",United States
2018-09-01,United States,3,Tailspin,Sandra Brown,United States,w,2018-09United States3,Grand Central,United States
2018-09-01,United States,4,The Outsider,Stephen King,United States,m,2018-09United States4,Scribner,United States
2018-09-01,United States,5,Feared,Lisa Scottoline,United States,w,2018-09United States5,St. Martin's,United States
2018-09-01,United States,6,The Other Woman,Daniel Silva,United States,m,2018-09United States6,Harper,United States
2018-09-01,United States,7,Before We Were Yours,Lisa Wingate,United States,w,2018-09United States7,Ballantine,United States
2018-09-01,United States,8,Little Fires Everywhere,Celeste Ng,United States,w,2018-09United States8,Penguin,United States
2018-09-01,United States,9,Cottage By The Sea,Debbie Macomber,United States,w,2018-09United States9,Ballantine,United States
2018-09-01,United States,10,Paradox,Catherine Coulter,United States,w,2018-09United States10,Gallery,United States
2018-10-01,France,1,People Found Her Rather Pretty,Michel Bussi,France,m,2018-10France1,Pocket,France
2018-10-01,France,2,Fool Me Once,Harlan Coben,United States,m,2018-10France2,Dutton,United States
2018-10-01,France,3,Once In My Life,Gilles Legardinier,France,m,2018-10France3,J'ai Lu,France
2018-10-01,France,4,The Braid,Lætitia Colombani,France,w,2018-10France4,Éditions Grasset,France
2018-10-01,France,5,I Still Lied!,Gilles Legardinier,France,m,2018-10France5,Flammarion,France
2018-10-01,France,6,Gender-Neutral First Names,Amélie Nothomb,Belgium,w,2018-10France6,Albin Michel,France
2018-10-01,France,7,I Promise You Freedom,Laurent Gounelle,France,m,2018-10France7,Calmann-Lévy,France
2018-10-01,France,8,Don't Let Go,Harlan Coben,United States,m,2018-10France8,Dutton,United States
2018-10-01,France,9,Killing Commendatore,Haruki Murakami,Japan,m,2018-10France9,Shinchosha,Japan
2018-10-01,France,10,The Great Wide Open,Douglas Kennedy,United States,m,2018-10France10,Hutchinson,United Kingdom
2018-10-01,Germany,1,Noon,Dorte Hansen,Germany,w,2018-10Germany1,Penguin Verlag,Germany
2018-10-01,Germany,2,Archipelago,Inger-Maria Mahlke,Germany,w,2018-10Germany2,Rowohlt Verlag,Germany
2018-10-01,Germany,3,The Search,Charlotte Link,Germany,w,2018-10Germany3,Blanvalet,Germany
2018-10-01,Germany,4,The Sacrifices You Bring,Michael Hjorth; Hans Rosenfeldt,Sweden; Sweden,m; m,2018-10Germany4,Norstedts,Sweden
2018-10-01,Germany,5,Turning Point,Carmen Korn,Germany,w,2018-10Germany5,Delacorte,United States
2018-10-01,Germany,6,The Punishment She Deserves,Elizabeth George,United States,m,2018-10Germany6,Viking Press,United States
2018-10-01,Germany,7,New Year,Juli Zeh,Germany,w,2018-10Germany7,Luchterhand,Germany
2018-10-01,Germany,8,The Accidental Further Adventures Of The 100-Year-Old Man,Jonas Jonasson,Sweden,m,2018-10Germany8,Piratförlaget,Sweden
2018-10-01,Germany,9,"Eberhofer, Damn!",Rita Falk,Germany,w,2018-10Germany9,dtv Verlagsgesellschaft,Germany
2018-10-01,Germany,10,Miss Nette's Short Summer,Karen Duve,Germany,w,2018-10Germany10,Galiani Verlag,Germany
2018-10-01,Hungary,1,Zarah's Legacy,Tamás Náray,Hungary,m,2018-10Hungary1,Libri Konyvkiado,Hungary
2018-10-01,Hungary,2,They Lived So Well,Éva Szentesi,Hungary,w,2018-10Hungary2,Libri Konyvkiado,Hungary
2018-10-01,Hungary,3,Shame And Passion,Borsa Brown,Hungary,w,2018-10Hungary3,Álomgyár Kiadó,Hungary
2018-10-01,Hungary,4,From Easter To Easter,Vavyan Fable,Hungary,w,2018-10Hungary4,Fabyen Kiado,Hungary
2018-10-01,Hungary,5,Sugar Daddy,Anita Tomor,Hungary,w,2018-10Hungary5,Pyrus Kiadó,Hungary
2018-10-01,Hungary,6,Dictator,Rita Dosek; Péter Tarjányi,Hungary; Hungary,w; m,2018-10Hungary6,Libri Konyvkiado,Hungary
2018-10-01,Hungary,7,Friend Request,Laura Marshall,United Kingdom,w,2018-10Hungary7,Grand Central,United States
2018-10-01,Hungary,8,The Rosebud,Janka Fábián,Hungary,w,2018-10Hungary8,Libri Konyvkiado,Hungary
2018-10-01,Hungary,9,Giants I-II,László L. Lőrincz,Hungary,m,2018-10Hungary9,Studium Plusz,Norway
2018-10-01,Hungary,10,"Do Not Wait Until The Storm Stops, Learn To Dance In The Rain",Véronique Maciejak,France,w,2018-10Hungary10,Eyrolles,France
2018-10-01,Italy,1,Place Your Bets,Antonio Manzini,Italy,m,2018-10Italy1,Sellerio Editore,Italy
2018-10-01,Italy,2,The Gentleman Thief,Alessia Gazzola,Italy,m,2018-10Italy2,Longanesi,Italy
2018-10-01,Italy,3,Killing Commendatore,Haruki Murakami,Japan,m,2018-10Italy3,Shinchosha,Japan
2018-10-01,Italy,4,Good Night To You,Roberto Emanuelli,Italy,m,2018-10Italy4,Rizzoli,Italy
2018-10-01,Italy,5,M: Son of the Century,Antonio Scurati,Italy,m,2018-10Italy5,Bompiani,Italy
2018-10-01,Italy,6,Suite 405,Sveva Casati Modignani,Italy; Italy,m; w,2018-10Italy6,Sperling and Kupfer,Italy
2018-10-01,Italy,7,My Brilliant Friend,Elena Ferrante,Italy,w,2018-10Italy7,Edizioni E/O,Italy
2018-10-01,Italy,8,I Know You'll Come Back One Day,Luca Bianchini,Italy,m,2018-10Italy8,Mondadori,Italy
2018-10-01,Italy,9,At the Wolf’s Table,Rosella Postorino,Italy,w,2018-10Italy9,Feltrinelli,Italy
2018-10-01,Italy,10,The Goose's Turn,Erri De Luca,Italy,m,2018-10Italy10,Feltrinelli,Italy
2018-10-01,Malaysia,1,An Enchantment Of Ravens,Margaret Rogerson,United States,w,2018-10Malaysia1,Simon & Schuster,United States
2018-10-01,Malaysia,2,Kingdom Of Ash,Sarah J. Maas,United States,w,2018-10Malaysia2,Bloomsbury Publishing,United States
2018-10-01,Malaysia,3,Every Breath,Nicholas Sparks,United States,m,2018-10Malaysia3,Grand Central,United States
2018-10-01,Malaysia,4,The Next Person You Meet In Heaven,Mitch Albom,United States,m,2018-10Malaysia4,Harper,United States
2018-10-01,Malaysia,5,The Caged Queen,Kristen Ciccarelli,Canada,w,2018-10Malaysia5,HarperTeen,United States
2018-10-01,Malaysia,6,A Spark Of Light,Jodi Picoult,United States,w,2018-10Malaysia6,Ballantine,United States
2018-10-01,Malaysia,7,A Map of Days,Ransom Riggs,United States,m,2018-10Malaysia7,Quirk,United States
2018-10-01,Malaysia,8,Don't Kill My Heart,Nurrul Shuada,Malaysia,w,2018-10Malaysia8,Karyaseni,Malaysia
2018-10-01,Malaysia,9,An Honest Promise,Xue Yayu,Malaysia,w,2018-10Malaysia9,Karyaseni,Malaysia
2018-10-01,Malaysia,10,Collateral Love,Siti Khadijah,Malaysia,w,2018-10Malaysia10,Karyaseni,Malaysia
2018-10-01,Spain,1,The Time Lords,Eva García Sáenz de Urturi,Spain,w,2018-10Spain1,Planeta,Spain
2018-10-01,Spain,2,Sabotage,Arturo Pérez-Reverte,Spain,m,2018-10Spain2,Alfaguara,Spain
2018-10-01,Spain,3,The King Receives,Eduardo Mendoza,Spain,m,2018-10Spain3,Seix Barral,Spain
2018-10-01,Spain,4,Killing Commendatore,Haruki Murakami,Japan,m,2018-10Spain4,Shinchosha,Japan
2018-10-01,Spain,5,The Disappearance of Stephanie Mailer,Joël Dicker,Switzerland,m,2018-10Spain5,Fallois,France
2018-10-01,Spain,6,The Captain's Daughters,María Dueñas,Spain,w,2018-10Spain6,Planeta,Spain
2018-10-01,Spain,7,The Outsider,Stephen King,United States,m,2018-10Spain7,Scribner,United States
2018-10-01,Spain,8,Homeland,Fernando Aramburu,Spain,m,2018-10Spain8,Tusquets,Spain
2018-10-01,Spain,9,The Pilgrim,Isabel San Sebastián,Spain,w,2018-10Spain9,Plaza & Janés,Spain
2018-10-01,Spain,10,Ordesa,Manuel Vilas,Spain,m,2018-10Spain10,Alfaguara,Spain
2018-10-01,United States,1,Lethal White,Robert Galbraith,United Kingdom,w,2018-10United States1,Hachette,United Kingdom
2018-10-01,United States,2,Juror #3,James Patterson; Nancy Allen,United States; United States,m; w,2018-10United States2,"Little, Brown and Company",United States
2018-10-01,United States,3,Time's Convert,Deborah Harkness,United States,w,2018-10United States3,Viking Press,United States
2018-10-01,United States,4,Sea Prayer,Khaled Hosseini,"United States, Afghanistan",m,2018-10United States4,Riverhead,United States
2018-10-01,United States,5,Shadow Tyrants,Clive Cussler; Boyd Morrison,United States; United States,m; m,2018-10United States5,Putnam,United States
2018-10-01,United States,6,Leverage In Death,J. D. Robb,United States,w,2018-10United States6,St. Martin's,United States
2018-10-01,United States,7,Where The Crawdads Sing,Delia Owens,United States,w,2018-10United States7,Putnam,United States
2018-10-01,United States,8,In His Father's Footsteps,Danielle Steel,United States,w,2018-10United States8,Delacorte,United States
2018-10-01,United States,9,The President Is Missing,Bill Clinton; James Patterson,United States; United States,m; m,2018-10United States9,"Little, Brown and Company",United States
2018-10-01,United States,10,Texas Ranger,James Patterson; Andrew Bourelle,United States; United States,m; m,2018-10United States10,"Little, Brown and Company",United States
2018-11-01,Brazil,1,Still Me,Jojo Moyes,United Kingdom,w,2018-11Brazil1,Viking Press,United States
2018-11-01,Brazil,2,Turtles All the Way Down,John Green,United States,m,2018-11Brazil2,Dutton Young Readers,United States
2018-11-01,Brazil,3,After You,Jojo Moyes,United Kingdom,w,2018-11Brazil3,Michael Joseph,United Kingdom
2018-11-01,Brazil,4,The Most Intelligent Man In History,Augusto Cury,Brazil,m,2018-11Brazil4,Sextante,Brazil
2018-11-01,Brazil,5,Texts Too Cruel To Be Read Quickly,Igor Pires da Silva; Gabriela Barreira,Brazil; Brazil,m; w,2018-11Brazil5,Globo Alt,Brazil
2018-11-01,Brazil,6,Two By Two,Nicholas Sparks,United States,m,2018-11Brazil6,Grand Central,United States
2018-11-01,Brazil,7,Origin,Dan Brown,United States,m,2018-11Brazil7,Doubleday,United States
2018-11-01,Brazil,8,Me Before You,Jojo Moyes,United Kingdom,w,2018-11Brazil8,Penguin,United Kingdom
2018-11-01,Brazil,9,Fire and Blood,George R. R. Martin,United States,m,2018-11Brazil9,Bantam,United States
2018-11-01,Brazil,10,Cross Roads,William P. Young,Canada,m,2018-11Brazil10,Hachette,United Kingdom
2018-11-01,Canada,1,Fire and Blood,George R. R. Martin,United States,m,2018-11Canada1,Bantam,United States
2018-11-01,Canada,2,The Tattooist of Auschwitz,Heather Morris,New Zealand,w,2018-11Canada2,Zaffre,United Kingdom
2018-11-01,Canada,3,The Reckoning,John Grisham,United States,m,2018-11Canada3,Doubleday,United States
2018-11-01,Canada,4,The Clockmaker's Daughter,Kate Morton,Australia,w,2018-11Canada4,Allen & Unwin,United Kingdom
2018-11-01,Canada,5,Washington Black,Esi Edugyan,Canada,w,2018-11Canada5,HarperCollins,United States
2018-11-01,Canada,6,The Next Person You Meet In Heaven,Mitch Albom,United States,m,2018-11Canada6,Harper,United States
2018-11-01,Canada,7,Elevation,Stephen King,United States,m,2018-11Canada7,Scribner,United States
2018-11-01,Canada,8,Then She Was Gone,Lisa Jewell,United Kingdom,w,2018-11Canada8,Arrow,United Kingdom
2018-11-01,Canada,9,A Spark Of Light,Jodi Picoult,United States,w,2018-11Canada9,Ballantine,United States
2018-11-01,Canada,10,Beauchamp Hall,Danielle Steel,United States,w,2018-11Canada10,Delacorte,United States
2018-11-01,France,1,And Their Children After Them,Nicolas Mathieu,France,m,2018-11France1,Actes Sud,France
2018-11-01,France,2,13 At The Table!,[Various],France; France; France; France; France; France; France; France; France; France; France; France; France; Morocco; France,m; m; m; m; m; m; w; w; w; w; w; w; w; w; w,2018-11France2,Pocket,France
2018-11-01,France,3,The Truth About the Harry Quebert Affair,Joël Dicker,Switzerland,m,2018-11France3,Fallois,France
2018-11-01,France,4,The Circle Of Impunity,Paul Merault,France,m,2018-11France4,Fayard,France
2018-11-01,France,5,Fool Me Once,Harlan Coben,United States,m,2018-11France5,Dutton,United States
2018-11-01,France,6,Soul Brother,David Diop,France,m,2018-11France6,Seuil,France
2018-11-01,France,7,The Braid,Lætitia Colombani,France,w,2018-11France7,Éditions Grasset,France
2018-11-01,France,8,People Found Her Rather Pretty,Michel Bussi,France,m,2018-11France8,Pocket,France
2018-11-01,France,9,Origin,Dan Brown,United States,m,2018-11France9,Doubleday,United States
2018-11-01,France,10,The Signal,Maxime Chattam,France,m,2018-11France10,Albin Michel,France
2018-11-01,Germany,1,Mother's Day,Nele Neuhaus,Germany,w,2018-11Germany1,Ullstein Verlag,Germany
2018-11-01,Germany,2,The Inmate,Sebastian Fitzek,Germany,m,2018-11Germany2,Droemer Knaur,Germany
2018-11-01,Germany,3,The Moon Sister,Lucinda Riley,United Kingdom,w,2018-11Germany3,Pan Macmillan,United Kingdom
2018-11-01,Germany,4,Noon,Dorte Hansen,Germany,w,2018-11Germany4,Penguin Verlag,Germany
2018-11-01,Germany,5,Fire and Blood,George R. R. Martin,United States,m,2018-11Germany5,Bantam,United States
2018-11-01,Germany,6,Christmas At The Lindworm Fest,Walter Moers,Germany,m,2018-11Germany6,Penguin Verlag,Germany
2018-11-01,Germany,7,The Search,Charlotte Link,Germany,w,2018-11Germany7,Blanvalet,Germany
2018-11-01,Germany,8,The Accidental Further Adventures Of The 100-Year-Old Man,Jonas Jonasson,Sweden,m,2018-11Germany8,Piratförlaget,Sweden
2018-11-01,Germany,9,Turning Point,Carmen Korn,Germany,w,2018-11Germany9,Delacorte,United States
2018-11-01,Germany,10,This Poison Will Remain,Fred Vargas,France,w,2018-11Germany10,Flammarion,France
2018-11-01,Italy,1,The Measure Of Man,Marco Malvaldi,Italy,m,2018-11Italy1,Giunti,Italy
2018-11-01,Italy,2,My Brilliant Friend,Elena Ferrante,Italy,w,2018-11Italy2,Edizioni E/O,Italy
2018-11-01,Italy,3,Fire and Blood,George R. R. Martin,United States,m,2018-11Italy3,Bantam,United States
2018-11-01,Italy,4,...That God Forgives Everyone,Pif,Italy,m,2018-11Italy4,Feltrinelli,Italy
2018-11-01,Italy,5,Women Without Mercy,Camilla Läckberg,Sweden,w,2018-11Italy5,Einaudi,Italy
2018-11-01,Italy,6,Place Your Bets,Antonio Manzini,Italy,m,2018-11Italy6,Sellerio Editore,Italy
2018-11-01,Italy,7,In The Wall,Mauro Corona,Italy,m,2018-11Italy7,Mondadori,Italy
2018-11-01,Italy,8,The Reckoning,John Grisham,United States,m,2018-11Italy8,Doubleday,United States
2018-11-01,Italy,9,From Far Away,Roberto Costantini,Italy,m,2018-11Italy9,Marsilio,Italy
2018-11-01,Italy,10,A Day In Yellow,[Various],Italy; Spain; Italy; Italy; Italy; Italy; Italy,m; w,2018-11Italy10,Sellerio Editore,Italy
2018-11-01,Spain,1,"I, Julia",Santiago Posteguillo,Spain,m,2018-11Spain1,Planeta,Spain
2018-11-01,Spain,2,You Will Not Kill,Julia Navarro,Spain,w,2018-11Spain2,Plaza & Janés,Spain
2018-11-01,Spain,3,Endings That Deserve A Story,Albert Espinosa,Spain,m,2018-11Spain3,Grijalbo,Spain
2018-11-01,Spain,4,The Clockmaker's Daughter,Kate Morton,Australia,w,2018-11Spain4,Allen & Unwin,United Kingdom
2018-11-01,Spain,5,The Time Lords,Eva García Sáenz de Urturi,Spain,w,2018-11Spain5,Planeta,Spain
2018-11-01,Spain,6,Red Queen,Juan Gómez-Jurado,Spain,m,2018-11Spain6,Ediciones B,Spain
2018-11-01,Spain,7,Sabotage,Arturo Pérez-Reverte,Spain,m,2018-11Spain7,Alfaguara,Spain
2018-11-01,Spain,8,A Dark Violet Sea,Ayanta Barilli,Spain,w,2018-11Spain8,Planeta,Spain
2018-11-01,Spain,9,The King Receives,Eduardo Mendoza,Spain,m,2018-11Spain9,Seix Barral,Spain
2018-11-01,Spain,10,"I Am Eric Zimmerman, Vol. 2",Megan Maxwell,Spain,w,2018-11Spain10,Esencia,Spain
2018-11-01,United States,1,Every Breath,Nicholas Sparks,United States,m,2018-11United States1,Grand Central,United States
2018-11-01,United States,2,The Next Person You Meet In Heaven,Mitch Albom,United States,m,2018-11United States2,Harper,United States
2018-11-01,United States,3,Unsheltered,Barbara Kingsolver,United States,w,2018-11United States3,Harper,United States
2018-11-01,United States,4,A Spark Of Light,Jodi Picoult,United States,w,2018-11United States4,Ballantine,United States
2018-11-01,United States,5,Ambush,James Patterson; James O. Born,United States; United States,m; m,2018-11United States5,"Little, Brown and Company",United States
2018-11-01,United States,6,Holy Ghost,John Sandford,United States,m,2018-11United States6,Putnam,United States
2018-11-01,United States,7,The Witch Elm,Tana French,United States,w,2018-11United States7,Viking Press,United States
2018-11-01,United States,8,Vince Flynn: Red War,Kyle Mills,United States,m,2018-11United States8,Atria,United States
2018-11-01,United States,9,Winter In Paradise,Elin Hilderbrand,United States,w,2018-11United States9,"Little, Brown and Company",United States
2018-11-01,United States,10,When We Were Young,Karen Kingsbury,United States,w,2018-11United States10,Howard,United States
2018-12-01,Ireland,1,A Man Called Ove,Fredrik Backman,Sweden,m,2018-12Ireland1,Forum,Sweden
2018-12-01,Ireland,2,Pachinko,Min Jin Lee,"South Korea, United States",w,2018-12Ireland2,Grand Central,United States
2018-12-01,Ireland,3,A Gentleman in Moscow,Amor Towles,United States,m,2018-12Ireland3,Viking Press,United States
2018-12-01,Ireland,4,Eleanor Oliphant is Completely Fine,Gail Honeyman,United Kingdom,w,2018-12Ireland4,Harper,United Kingdom
2018-12-01,Ireland,5,Little Fires Everywhere,Celeste Ng,United States,w,2018-12Ireland5,Penguin,United States
2018-12-01,Ireland,6,Dancing With The Tsars,Ross O'Carroll-Kelly,Ireland,m,2018-12Ireland6,Penguin,United States
2018-12-01,Ireland,7,Mythos: A Retelling of the Myths of Ancient Greece,Stephen Fry,United Kingdom,m,2018-12Ireland7,Penguin,United States
2018-12-01,Ireland,8,Normal People,Sally Rooney,Ireland,w,2018-12Ireland8,Hogarth Press,United Kingdom
2018-12-01,Ireland,9,The Good Doctor Of Warsaw,Elisabeth Gifford,United Kingdom,w,2018-12Ireland9,Corvus,United Kingdom
2018-12-01,Ireland,10,Anatomy Of A Scandal,Sarah Vaughan,United Kingdom,w,2018-12Ireland10,Atria,United States
2018-12-01,France,1,And Their Children After Them,Nicolas Mathieu,France,m,2018-12France1,Actes Sud,France
2018-12-01,France,2,An Endless Hosanna,Jean d'Ormesson,France,m,2018-12France2,Héloïse D'Ormesson,France
2018-12-01,France,3,The Girl And The Night,Guillaume Musso,France,m,2018-12France3,Calmann-Lévy,France
2018-12-01,France,4,The Braid,Lætitia Colombani,France,w,2018-12France4,Éditions Grasset,France
